id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label
article_1305,https://www.24h.com.vn/thi-truong-tieu-dung/cac-ba-me-ngoi-tren-dong-lua-khi-mua-sua-hiup27-cho-con-tang-chieu-cao-c52a1674715.html,Các bà mẹ 'ngồi trên đống lửa' khi mua sữa HIUP27 cho con tăng chiều cao,"Phụ huynh 'bàng hoàng', 'ngồi trên đống lửa' khi biết thông tin HIUP27 - sữa tăng chiều cao cho trẻ được người nổi tiếng quảng cáo - là hàng giả.",Kinh doanh & Kinh tế,2025-06-22T10:00:00+07:00,24h,data/images/article_1305_image.png,clickbait
article_3356,https://tuoitre.vn/com-trang-va-banh-mi-an-khi-nguoi-tot-hon-luc-nong-ban-tin-khong-20250619080028729.htm,"Cơm trắng và bánh mì ăn khi nguội tốt hơn lúc nóng, bạn tin không?","Cơm, bánh mì là những món ăn quen thuộc hằng ngày, nhưng ít người biết rằng những thực phẩm này tốt cho sức khỏe hơn khi ăn nguội.",Sức khỏe & Đời sống,2025-06-19T08:44:31+07:00,Tuổi Trẻ,data/images/article_3356_image.png,clickbait
article_1906,https://www.24h.com.vn/the-thao/lich-truc-tiep-tennis-va-link-xem-truc-tiep-hom-nay-moi-nhat-c101a1178572.html,Lịch trực tiếp tennis và link trực tiếp hôm nay: Xem trực tiếp ATP 250 kênh nào?,"(Tin thể thao, tin tennis) Cập nhật lịch thi đấu, kênh trực tiếp các giải tennis trên toàn thế giới.",Thể thao,2025-06-23T03:44:00+07:00,24h,data/images/article_1906_image.png,non-clickbait
article_3496,https://baomoi.com/ro-ri-anh-cua-xiaomi-yu7-ban-hieu-suat-cao-dau-cung-la-carbon-c52570036.epi,"Rò rỉ ảnh của Xiaomi YU7 bản hiệu suất cao, đâu cũng là carbon - Tạp chí Tri thức","Ngoài bản tiêu chuẩn vừa xuất hiện, chiếc Xiaomi YU7 hiệu suất cao cũng đã được trưng bày với nhiều chi tiết carbon giúp tăng tính thể thao.",Xe & Vận tải,2025-06-23T02:30:58.000Z,Báo Mới,data/images/article_3496_image.png,non-clickbait
article_3573,https://www.24h.com.vn/o-to/day-la-20-mau-suv-gia-re-dang-mua-nhat-hien-nay-c747a1629775.html,"Đây là 20 mẫu SUV giá rẻ, đáng mua nhất hiện nay","Các mẫu SUV dưới đây đến từ các thương hiệu danh tiếng, có giá bán rẻ nhất từ hơn 530 triệu đồng, mang lại những lựa chọn hấp dẫn cho người dùng.",Xe & Vận tải,2024-12-27T18:00:00+07:00,24h,data/images/article_3573_image.png,non-clickbait
article_1155,https://vnexpress.net/nha-pho-5-tang-da-nang-cho-gia-dinh-tre-4899150.html,Nhà phố 5 tầng đa năng cho gia đình trẻ,"TP HCMMỗi tầng được bố trí một không gian chức năng riêng biệt, đáp ứng nhu cầu nghỉ ngơi, giải trí cho ba thành viên.",Other,2025-06-16T00:30:00+07:00,VnExpress,data/images/article_1155_image.png,non-clickbait
article_1288,https://www.saostar.vn/dien-anh/vu-chinh-livestream-boc-phot-nam-chin-dan-mang-goi-tran-triet-vien-202506190404395761.html,"Vu Chính livestream bóc phốt nam chính 'xé phiên', dân mạng réo tên Trần Triết Viễn","Đạo diễn Vu Chính bất ngờ công khai chỉ trích nam chính ""Ngự Đình Dao"" không chịu đứng sau nữ chính, khiến tiến độ dự án bị đình trệ.",Giải trí & Showbiz,2025-06-19T07:55:40.959+07:00,SaoStar,data/images/article_1288_image.png,clickbait
article_0865,https://vnexpress.net/sam-altman-meta-dat-muc-thuong-100-trieu-usd-loi-keo-ky-su-openai-4903467.html,Sam Altman: Meta đặt mức thưởng 100 triệu USD lôi kéo kỹ sư OpenAI,"Sam Altman, CEO OpenAI, cho biết Meta đã chiêu mộ các nhân tài trí tuệ nhân tạo ở công ty ông với mức tiền thưởng 100 triệu USD nhưng không thành công.",Công nghệ & Khoa học,2025-06-19T07:59:00+07:00,VnExpress,data/images/article_0865_image.png,non-clickbait
article_2039,https://thanhnien.vn/da-lat-duoc-menh-danh-thanh-pho-cua-mua-xuan-vinh-cuu-185250622104135998.htm,Đà Lạt được mệnh danh thành phố của mùa xuân vĩnh cửu,Thành phố Đà Lạt (Lâm Đồng) được nền tảng du lịch kỹ thuật số hàng đầu thế giới Agoda vừa công bố xếp thứ 6 Top điểm đến chăm sóc sức khỏe hàng đầu châu Á.,Du lịch & Ẩm thực,2025-06-22T12:23:00+07:00,Thanh Niên,data/images/article_2039_image.png,non-clickbait
article_0134,https://vietnamnet.vn/tong-bi-thu-dang-khong-bao-gio-tu-bo-vu-khi-chien-dau-cua-minh-la-bao-chi-2413528.html,Tổng Bí thư: Đảng không bao giờ từ bỏ vũ khí chiến đấu của mình là báo chí,"Tổng Bí thư Tô Lâm cùng lãnh đạo, nguyên lãnh đạo Đảng, Nhà nước và các đại biểu sáng nay dự lễ kỷ niệm 100 năm Ngày Báo chí cách mạng Việt Nam.",Chính trị & An ninh,2025-06-21T12:02:00+07:00,VietNamNet,data/images/article_0134_image.png,non-clickbait
article_1733,https://vnexpress.net/tien-linh-lan-dau-doat-vua-pha-luoi-v-league-4904853.html,Tiến Linh lần đầu đoạt Vua phá lưới V-League,"Bình DươngVới 14 bàn, tiền đạo Nguyễn Tiến Linh là đồng Vua phá lưới V-League 2024-2025 cùng Alan Sebastiao và Lucao.",Thể thao,2025-06-23T06:06:00+07:00,VnExpress,data/images/article_1733_image.png,non-clickbait
article_0726,https://www.saostar.vn/vong-quanh-the-gioi/nguoi-dan-ong-choi-du-luon-bi-hut-vao-dam-may-co-the-dong-cung-202506191803154988.html,"Người đàn ông chơi dù lượn bị hút vào đám mây cao 8500 mét, toàn bộ cơ thể bị đông cứng","Tai nạn dù lượn của người đàn ông khiến cộng đồng mạng sửng sốt,",Quốc tế,2025-06-20T06:30:00.000+07:00,SaoStar,data/images/article_0726_image.png,clickbait
article_0739,https://www.24h.com.vn/an-ninh-xa-hoi/loi-khai-ban-dau-cua-ke-cuop-sat-hai-nu-chu-tiem-tap-hoa-o-dong-nai-c51a1674588.html,Lời khai ban đầu của kẻ cướp sát hại nữ chủ tiệm tạp hoá ở Đồng Nai,"Sau khi sát hại nữ chủ tiệm tạp hoá, trên đường bỏ trốn hung thủ đã mua quần áo mới để thay.",Chính trị & An ninh,2025-06-21T14:52:45+07:00,24h,data/images/article_0739_image.png,non-clickbait
article_2701,https://www.24h.com.vn/thoi-trang/hot-girl-que-tuyen-quang-lay-chong-cau-thu-bat-ngo-khoe-bo-anh-cuoi-sau-3-nam-ket-hon-c78a1674507.html,Hot girl quê Tuyên Quang lấy chồng cầu thủ bất ngờ khoe bộ ảnh cưới sau 3 năm kết hôn,"Nhan sắc ngọt ngào của Tố Uyên - hot girl quê Tuyên Quang, vợ trung vệ Nguyễn Thành Chung vừa gây sốt với bộ ảnh tình tứ.",Other,2025-06-21T13:00:00+07:00,24h,data/images/article_2701_image.png,clickbait
article_1886,https://www.saostar.vn/song-khoe/chu-dong-tam-soat-ung-thu-phoi-tu-som-de-khong-bo-lo-thoi-gian-vang-202506011940477662.html,Chủ động tầm soát ung thư phổi từ sớm để không bỏ lỡ 'thời gian vàng' điều trị,Ung thư phổi là một trong những căn bệnh ung thư gây tử vong hàng đầu trên thế giới.,Sức khỏe & Đời sống,2025-06-01T19:52:08.189+07:00,SaoStar,data/images/article_1886_image.png,clickbait
article_2127,https://www.saostar.vn/sao-hoc-duong/hoc-sinh-viet-van-ta-bo-doc-cau-nao-ngan-ngam-cau-do-202506181348102246.html,"Học sinh viết văn tả bố, đọc câu nào ngán ngẩm câu đó","Nhờ lối viết văn chân thật, bài văn của cậu nhóc này thu hút được nhiều quan tâm.",Giáo dục & Học đường,2025-06-19T10:24:36.910+07:00,SaoStar,data/images/article_2127_image.png,clickbait
article_3341,https://vnexpress.net/4-quan-com-ga-khach-nen-thu-khi-den-hoi-an-4898902.html,4 quán cơm gà khách nên thử khi đến Hội An,"Khám phá ẩm thực Hội An, du khách nên thử các quán cơm gà lâu năm ở trung tâm như cơm gà Bà Buội hay Hương - kiệt Sica.",Other,2025-06-16T15:45:00+07:00,VnExpress,data/images/article_3341_image.png,clickbait
article_0200,https://www.24h.com.vn/media-24h/o-to-4-cho-boc-chay-du-doi-c762a1674858.html,Ô tô 4 chỗ bốc cháy dữ dội,"Đang đậu bên lề đường, chiếc ô tô 4 chỗ bất ngờ bốc cháy từ khoang máy rồi nhanh chóng lan rộng ra. Phát hiện sự việc, người dân xung quanh đến dùng nước dập lửa. Tuy nhiên, toàn bộ phần đầu xe đã bị cháy hư hỏng.",Giải trí & Showbiz,2025-06-22T18:25:00+07:00,24h,data/images/article_0200_image.png,non-clickbait
article_0352,https://thanhnien.vn/pha-sap-cua-nha-hang-xom-vi-bi-nhac-nho-hat-karaoke-gay-on-ao-185250623110053187.htm,Phá sập cửa nhà hàng xóm vì bị nhắc nhở hát karaoke gây ồn ào,"Nhắc nhở nhóm người hát karaoke gây ồn ào, chủ căn nhà trong hẻm P.Bình Hưng Hòa (Q.Bình Tân) bị hàng xóm sang đạp, kéo sập cửa cổng nhà.",Tin tức tổng hợp,2025-06-23T12:04:00+07:00,Thanh Niên,data/images/article_0352_image.png,non-clickbait
article_2048,https://thanhnien.vn/vi-sao-co-nhung-lo-hong-lon-tren-bau-troi-the-gioi-185250621090133686.htm,Vì sao có những lỗ hổng lớn trên bầu trời thế giới?,"Hãy xem không phận thế giới hiển thị tất cả máy bay đang bay và thứ chúng ta thấy là: ngoài số lượng máy bay khổng lồ tập trung ở một số khu vực là những lỗ hổng khổng lồ trên bầu trời, nơi không thể tìm thấy chuyến bay nào.",Other,2025-06-21T10:33:00+07:00,Thanh Niên,data/images/article_2048_image.png,clickbait
article_0560,https://vnexpress.net/gia-dau-cao-nhat-5-thang-vi-my-khong-kich-iran-4904884.html,Giá dầu cao nhất 5 tháng vì Mỹ không kích Iran,Lo ngại nguồn cung dầu thô tại Iran gián đoạn sau cuộc không kích của Mỹ cuối tuần trước kéo giá Brent vượt 81 USD.,Kinh doanh & Kinh tế,2025-06-23T08:27:00+07:00,VnExpress,data/images/article_0560_image.png,non-clickbait
article_3346,https://tuoitre.vn/khoi-to-36-nguoi-la-lanh-dao-can-bo-vien-phap-y-tam-than-trung-uong-20250623153124829.htm,"Khởi tố 36 người là lãnh đạo, cán bộ Viện Pháp y tâm thần trung ương","Trong thời gian bắt buộc chữa bệnh tại Viện Pháp y tâm thần trung ương, Nguyễn Thị Mai Anh đã hối lộ lãnh đạo, nhân viên của viện để được bố trí một phòng riêng, có điều hòa và các thiết bị âm thanh, tổ chức ăn chơi, sử dụng ma túy.",Chính trị & An ninh,2025-06-23T15:53:19+07:00,Tuổi Trẻ,data/images/article_3346_image.png,non-clickbait
article_2050,https://thanhnien.vn/du-khach-bi-can-thieu-khi-mua-hai-san-o-sam-son-185250620161823031.htm,Du khách bị cân thiếu khi mua hải sản ở Sầm Sơn,"Lực lượng chức năng TP.Sầm Sơn (Thanh Hóa) đang xác minh, làm rõ vụ việc nhiều du khách mua hải sản bị cân thiếu.",Other,2025-06-20T16:59:00+07:00,Thanh Niên,data/images/article_2050_image.png,non-clickbait
article_3606,https://baomoi.com/huong-dan-so-luong-pho-chu-tich-ubnd-cap-tinh-cap-xa-co-cau-uy-vien-ubnd-cap-tinh-cap-xa-c52574783.epi,"Hướng dẫn số lượng Phó Chủ tịch UBND cấp tỉnh, cấp xã; cơ cấu Ủy viên UBND cấp tỉnh, cấp xã - Báo Chính Phủ","Tại Công văn 4168/BNV-CQĐP, Bộ Nội vụ hướng dẫn về số lượng Phó Chủ tịch UBND cấp tỉnh, cấp xã; cơ cấu Ủy viên UBND cấp tỉnh, cấp xã.",Other,2025-06-23T10:48:00.000Z,Báo Mới,data/images/article_3606_image.png,non-clickbait
article_1508,https://vietnamnet.vn/ukraine-neu-cach-ngan-nga-san-xuat-ten-lua-oreshnik-bat-kha-chien-bai-2413773.html,Ukraine nêu cách ngăn Nga sản xuất tên lửa Oreshnik ‘bất khả chiến bại’,"Ban hành thêm các lệnh trừng phạt là ""cần thiết"" đối với nhiều công ty quốc phòng Nga nhằm ngăn chặn Moscow sản xuất hàng loạt tên lửa đạn đạo tầm trung (IRBM) Oreshnik.",Quốc tế,2025-06-23T05:20:00+07:00,VietNamNet,data/images/article_1508_image.png,non-clickbait
article_3710,https://www.24h.com.vn/suc-khoe-doi-song/2-loai-ung-thu-la-sat-thu-tham-lang-doi-voi-suc-khoe-nam-gioi-khong-co-trieu-chung-o-giai-doan-dau-c62a1673699.html,"2 loại ung thư là 'sát thủ thầm lặng' đối với sức khỏe nam giới, không có triệu chứng ở giai đoạn đầu","Do ung thư tiền liệt tuyến và ung thư đại trực tràng thường không có triệu chứng điển hình ở giai đoạn đầu, nhiều bệnh nhân khi phát hiện ra bệnh đã ở giai đoạn giữa hoặc cuối.",Sức khỏe & Đời sống,2025-06-18T19:00:00+07:00,24h,data/images/article_3710_image.png,clickbait
article_2572,https://thanhnien.vn/nsut-cong-ninh-o-tuoi-63-toi-song-khong-du-da-gi-185250620142314594.htm,NSƯT Công Ninh ở tuổi 63: Tôi sống không dư dả gì,"Đối với nghệ sĩ Công Ninh, mỗi người có một số phận riêng nên ở thời điểm hiện tại dù cuộc sống không giàu có nhưng ông vẫn vui vì lo được cho vợ con.",Giải trí & Showbiz,2025-06-20T20:30:00+07:00,Thanh Niên,data/images/article_2572_image.png,non-clickbait
article_2287,https://thanhnien.vn/thay-giao-tre-lan-toa-yeu-thuong-qua-am-nhac-18525060610220576.htm,Thầy giáo trẻ lan tỏa yêu thương qua âm nhạc,"Nhiều người đến TP.HCM mang theo những ước mơ và được thành phố này dang tay đón nhận, nuôi dưỡng biết bao hoài bão; và chính họ cũng đã góp phần tạo nên một TP.HCM ấm áp, nghĩa tình.",Other,2025-06-23T09:00:00+07:00,Thanh Niên,data/images/article_2287_image.png,non-clickbait
article_2057,https://thanhnien.vn/chiem-nguong-canh-dep-day-me-hoac-cua-dam-sen-tra-ly-185250619152227036.htm,Chiêm ngưỡng cảnh đẹp đầy mê hoặc của đầm sen Trà Lý,"Nằm cách trung tâm TP.Đà Nẵng khoảng 60 km về phía nam và cách phố cổ Hội An 30 km, đầm sen Trà Lý (thuộc xã Duy Sơn, H.Duy Xuyên, Quảng Nam) đang vào mùa đẹp nhất trong năm.",Other,2025-06-19T16:43:00+07:00,Thanh Niên,data/images/article_2057_image.png,non-clickbait
article_2305,https://thanhnien.vn/ra-mat-trung-tam-unesco-bao-ton-va-phat-trien-don-ca-tai-tu-nam-bo-185250621195553439.htm,Ra mắt Trung tâm UNESCO Bảo tồn và phát triển đờn ca tài tử Nam bộ,Liên hiệp các hội UNESCO VN vừa ra mắt Trung tâm UNESCO Bảo tồn và phát triển đờn ca tài tử Nam bộ (gọi tắt Trung tâm) vào tối 20.6 tại TP.HCM.,Văn hóa & Nghệ thuật,2025-06-22T06:15:00+07:00,Thanh Niên,data/images/article_2305_image.png,non-clickbait
article_2906,https://vietnamnet.vn/huawei-pha-dao-cuoc-dua-pin-xe-dien-sac-5-phut-chay-3-000km-2412950.html,"Huawei ‘phá đảo’ cuộc đua pin xe điện: Sạc 5 phút, chạy 3.000km","Huawei vừa nộp đơn xin cấp bằng sáng chế pin xe điện thể rắn, hứa hẹn sạc đầy trong 5 phút và phạm vi hoạt động lên tới 3.000km.",Xe & Vận tải,2025-06-19T12:47:00+07:00,VietNamNet,data/images/article_2906_image.png,clickbait
article_0260,https://baomoi.com/bong-da/chuyen-nhuong-ligue-1-giai-dau-4.epi,Chuyển nhượng Ligue 1 mới nhất,"Chuyển nhượng Ligue 1 - Jean-Clair Todibo, K. Danso, Rayan Cherki, Sarr, Vitinha, Hakimi, Nuno Mendes, Ismael Bennacer, Bernat, Marco Asensio, Ismaël Koné, Eli Junior, Rouault, K. Danso, Xavi Simons, Elye Wahi, A. Khusanov, Khvicha Kvaratskhelia, Thiago Almada, Caqueret",Thể thao,,Báo Mới,data/images/article_0260_image.png,non-clickbait
article_3113,https://thanhnien.vn/huawei-phat-trien-cong-nghe-pin-xe-dien-sac-5-phut-di-3000-km-18525062114260166.htm,"Huawei phát triển công nghệ pin xe điện sạc 5 phút, đi 3.000 km",Huawei đang chuẩn bị cho một cuộc cách mạng trong ngành công nghiệp điện tử với việc phát triển một loại pin mới.,Other,2025-06-22T08:27:00+07:00,Thanh Niên,data/images/article_3113_image.png,non-clickbait
article_2005,https://vnexpress.net/tiet-muc-mua-tai-hien-bao-chi-trong-moi-truong-so-4904393.html,Tiết mục múa tái hiện báo chí trong môi trường số,"Hà NộiCác nghệ sĩ múa thể hiện tiết mục về sự thay đổi của báo chí ở thời đại công nghệ, tại đêm nghệ thuật tối 20/6.",Other,2025-06-21T10:19:00+07:00,VnExpress,data/images/article_2005_image.png,non-clickbait
article_0623,https://thanhnien.vn/my-canh-bao-cong-dan-khap-the-gioi-ong-trump-tuyen-bo-map-mo-ve-iran-185250623063302613.htm,"Mỹ cảnh báo công dân khắp thế giới, ông Trump tuyên bố mập mờ về Iran",Mỹ đã yêu cầu công dân nước này trên toàn thế giới cảnh giác trước những diễn biến leo thang trong xung đột giữa Israel và Iran.,Quốc tế,2025-06-23T06:49:00+07:00,Thanh Niên,data/images/article_0623_image.png,clickbait
article_0297,https://vnexpress.net/lua-chon-kho-khan-voi-iran-sau-don-tap-kich-cua-my-4904746.html,Lựa chọn khó khăn với Iran sau đòn tập kích của Mỹ,"Đối đầu trực diện với Mỹ hay nhượng bộ để đàm phán là những lựa chọn khó khăn với Iran hiện nay, sau khi Washington không kích ba cơ sở hạt nhân của Tehran.",Quốc tế,2025-06-22T19:00:00+07:00,VnExpress,data/images/article_0297_image.png,non-clickbait
article_1263,https://kenh14.vn/chang-may-khi-hot-dad-nguyen-van-chung-the-hien-cam-voi-con-trai-den-co-nay-ma-sao-bieu-cam-cua-be-pu-lai-co-ve-kho-chiu-vo-cung-21525062307220354.chn,"Chẳng mấy khi hot dad Nguyễn Văn Chung thể hiện cảm với con trai đến cỡ này, mà sao biểu cảm của bé Pu lại có vẻ ""khó chịu vô cùng""",Trông biểu cảm Pu như kia thì chẳng rõ tình cha con có được bền lâu?,Giải trí & Showbiz,2025-06-23T10:41:00,Kênh14,data/images/article_1263_image.png,clickbait
article_1328,https://baomoi.com/gia-vang-giam-phien-dau-tuan-bat-chap-cang-thang-trung-dong-leo-thang-c52572946.epi,Giá vàng giảm phiên đầu tuần bất chấp căng thẳng Trung Đông leo thang - Báo Đầu Tư,"USD tiếp tục tăng giá nhờ vai trò tài sản trú ẩn sau khi Mỹ tham gia trực tiếp vào cuộc chiến giữa Israel và Iran. Ngược lại, giá vàng thế giới quay đầu giảm trong phiên giao dịch đầu tuần, trong khi giá vàng trong nước vẫn nhích nhẹ.",Other,2025-06-23T08:03:00.000Z,Báo Mới,data/images/article_1328_image.png,non-clickbait
article_3219,https://www.24h.com.vn/giai-tri/tung-duong-ngoc-anh-khien-khan-gia-xuc-dong-khi-hat-nhac-phu-quang-c731a1670774.html,"Tùng Dương, Ngọc Anh khiến khán giả xúc động khi hát nhạc Phú Quang",Cả Tùng Dương và Ngọc Anh đều chọn 2 ca khúc nổi tiếng “Mẹ'' và ''Mẹ ơi'' của nhạc sĩ Phú Quang để thể hiện trong đêm nhạc ''Hà Nội ngày trở về'' diễn ra tối 6/6.,Giải trí & Showbiz,2025-06-15T10:29:00+07:00,24h,data/images/article_3219_image.png,non-clickbait
article_0389,https://vietnamnet.vn/neu-khong-lam-dai-phan-cach-cung-giao-thong-ha-noi-mai-lon-xon-2414119.html,Hà Nội quyết lắp dải phân cách cứng: Không thể chấp nhận giao thông lộn xộn mãi!,"Nếu không làm dải phân cách cứng (trong đó có tuyến đường Võ Chí Công, Phạm Văn Đồng) thì giao thông Hà Nội mãi mãi lộn xộn và tiềm ẩn nguy cơ tai nạn.",Tin tức tổng hợp,2025-06-23T13:22:00+07:00,VietNamNet,data/images/article_0389_image.png,non-clickbait
article_1255,https://vietnamnet.vn/tinh-nao-co-dien-tich-lon-nhat-viet-nam-sau-sap-nhap-2413496.html,Tỉnh nào có diện tích lớn nhất Việt Nam sau sáp nhập?,"Sau khi sáp nhập, diện tích tự nhiên của nhiều địa phương có sự thay đổi. Không phải tỉnh Nghệ An, đây mới là địa phương có diện tích tự nhiên rộng nhất nước ta.",Giáo dục & Học đường,2025-06-21T05:10:00+07:00,VietNamNet,data/images/article_1255_image.png,clickbait
article_1196,https://thanhnien.vn/video/doi-song.htm,Đời sống,"Video phóng sự điều tra các vụ án hình sự, tham nhũng. Clip hiện trường các vụ án,. Ký sự đời sống, cuộc sống được cập nhật mới nhất hôm nay",Chính trị & An ninh,,Thanh Niên,data/images/article_1196_image.png,clickbait
article_0221,https://baomoi.com/pep-guardiola-len-tieng-ve-cong-viec-tiep-theo-sau-khi-chia-tay-man-city-c52572065.epi,Pep Guardiola lên tiếng về công việc tiếp theo sau khi chia tay Man City - Báo Pháp Luật TP.HCM,HLV Pep Guardiola lên tiếng về công việc tiếp theo sau khi chia tay Man City và đó là điều đã được dự đoán.,Thể thao,2025-06-23T06:03:04.000Z,Báo Mới,data/images/article_0221_image.png,clickbait
article_0193,https://www.24h.com.vn/media-24h/nguoi-ha-noi-bat-ngo-khi-2-tuyen-duong-co-dai-phan-cach-cung-c762a1674972.html,Người Hà Nội bất ngờ khi 2 tuyến đường có dải phân cách cứng,"Những ngày vừa qua, người dân Hà Nội bất ngờ khi thấy Đường Phạm Văn Đồng và Võ Chí Công (Hà Nội) được lắp dải phân cách cứng, giao thông có phần xáo trộn khi thói quen di chuyển hàng ngày thay đổi.",Giải trí & Showbiz,2025-06-23T09:12:32+07:00,24h,data/images/article_0193_image.png,non-clickbait
article_3483,https://baomoi.com/ly-do-corolla-cross-bi-sep-tong-cua-toyota-che-nhat-nheo-c52572035.epi,Lý do Corolla Cross bị 'sếp tổng' của Toyota chê nhạt nhẽo? - Báo Tri thức & Cuộc sống,"Theo một lãnh đạo của Toyota, mẫu SUV hạng B+/C- Corolla Cross của hãng cần phải bắt mắt hơn mới 'hút khách'.",Xe & Vận tải,2025-06-23T05:59:00.000Z,Báo Mới,data/images/article_3483_image.png,clickbait
article_1183,https://tuoitre.vn/app-suc-khoe-dang-theo-doi-ban-nhieu-hon-ban-nghi-20250606111344431.htm,App sức khỏe đang ‘theo dõi’ bạn nhiều hơn bạn nghĩ,"Mỗi bước chân bạn đi, mỗi nhịp tim bạn đập, thậm chí từng giấc mơ chập chờn đều được các app sức khỏe ghi lại, phân tích và lưu trữ.",Công nghệ & Khoa học,2025-06-06T17:00:00+07:00,Tuổi Trẻ,data/images/article_1183_image.png,clickbait
article_1489,https://thanhnien.vn/top-5-kem-tri-mun-gia-hoc-sinh-ma-chat-luong-quoc-te-18525062218155106.htm,Top 5 kem trị mụn giá học sinh mà chất lượng quốc tế,"Các bạn team da mụn không tin trên thị trường có kem trị mụn trứng cá, mụn ẩn, mụn viêm, mụn đầu đen... mà giá ""hạt dẻ"". Nhưng thực tế với top 5 kem trị mụn giá học sinh dưới đây thì có thể đáp ứng được điều đó. Mụn hết, da đẹp rạng ngời là có thật mà giá ""cực khiêm tốn"" khiến ai cũng bất ngờ.",Other,2025-06-22T18:15:00+07:00,Thanh Niên,data/images/article_1489_image.png,clickbait
article_2283,https://tuoitre.vn/hieuthuhai-sang-phap-du-paris-fashion-week-tung-bung-le-hoi-truyen-tranh-cho-fan-manga-20250623105226209.htm,HIEUTHUHAI sang Pháp dự Paris Fashion Week; Tưng bừng lễ hội truyện tranh cho fan manga,Một số tin tức nổi bật: HIEUTHUHAI sang Pháp dự Paris Fashion Week theo lời mời của Louis Vuitton; Tưng bừng lễ hội truyện tranh cho fan manga; Suga BTS quyên góp 5 tỉ won xây trung tâm hỗ trợ trẻ tự kỷ...,Giải trí & Showbiz,2025-06-23T11:36:00+07:00,Tuổi Trẻ,data/images/article_2283_image.png,non-clickbait
article_3251,https://baomoi.com/8-thoi-quen-khien-lo-chan-long-tren-mat-ngay-cang-lon-c52574227.epi,8 thói quen khiến lỗ chân lông trên mặt ngày càng lớn - Báo VTC News,"Đừng chỉ nhăm nhăm tìm liệu pháp thu nhỏ lỗ chân lông, trước hết bạn hãy từ bỏ những thói quen sai lầm làm lỗ chân lông to lên từng ngày.",Other,2025-06-23T10:00:00.000Z,Báo Mới,data/images/article_3251_image.png,clickbait
article_2401,https://www.24h.com.vn/thoi-trang-hi-tech/galaxy-s25-edge-thua-tham-canh-bac-sieu-mong-cua-samsung-da-sup-do-c407a1674613.html,"Galaxy S25 Edge thua thảm: Canh bạc ""siêu mỏng"" của Samsung đã sụp đổ","Báo cáo nội bộ cho thấy doanh số S25 Edge quá thấp, Samsung buộc phải thay đổi toàn bộ kế hoạch.",Other,2025-06-23T09:00:00+07:00,24h,data/images/article_2401_image.png,clickbait
article_2083,https://vietnamnet.vn/20-my-pham-cham-soc-da-do-mot-cong-ty-dua-ra-thi-truong-bi-thu-hoi-do-vi-pham-2413812.html,Thu hồi 20 mỹ phẩm chăm sóc da do một công ty đưa ra thị trường,"20 loại mỹ phẩm nhập khẩu, chủ yếu là các tinh chất dưỡng da, kem dưỡng da, nước cân bằng da... do một công ty chịu trách nhiệm đưa ra thị trường vừa bị yêu cầu thu hồi trên toàn quốc.",Sức khỏe & Đời sống,"Chủ Nhật, 22/06/2025 - 11:20",VietNamNet,data/images/article_2083_image.png,non-clickbait
article_3178,https://www.24h.com.vn/giai-tri/anh-long-g-dragon-doi-non-la-che-kin-mat-len-duong-ra-san-bay-ve-han-quoc-c731a1674816.html,"""Anh Long"" G-Dragon đội nón lá che kín mặt, lên đường ra sân bay về Hàn Quốc!","Sau khi đêm diễn ở sân Mỹ Đình, G-Dragon và ekip đã lên đường trở về Hàn Quốc.",Giải trí & Showbiz,2025-06-22T14:07:02+07:00,24h,data/images/article_3178_image.png,non-clickbait
article_3602,https://baomoi.com/giai-quyet-kho-khan-vuong-mac-cac-du-an-ton-dong-nhung-khong-hop-thuc-hoa-sai-pham-c52575093.epi,"Giải quyết khó khăn, vướng mắc các dự án tồn đọng nhưng không hợp thức hóa sai phạm - Báo Pháp Luật TP.HCM","Phó Thủ tướng Thường trực Nguyễn Hòa Bình nhấn mạnh, trong quá trình tháo gỡ khó khăn, vướng mắc các dự án tồn đọng không hợp thức hóa các sai phạm và đặc biệt tuyệt đối không để phát sinh các tiêu cực, sai phạm khác.",Other,2025-06-23T10:57:06.000Z,Báo Mới,data/images/article_3602_image.png,non-clickbait
article_2333,https://vietnamnet.vn/iphone-17-pro-max-co-them-xac-nhan-tinh-nang-cao-cap-2414157.html,iPhone 17 Pro Max có thêm xác nhận tính năng cao cấp,Các mẫu iPhone 17 Pro và iPhone 17 Pro Max sắp ra mắt được cho là sẽ có thêm một số nâng cấp đặc biệt. Một tin tức rò rỉ mới vừa xác nhận điều này.,Công nghệ & Khoa học,2025-06-23T14:28:00+07:00,VietNamNet,data/images/article_2333_image.png,non-clickbait
article_0885,https://tuoitre.vn/4-ong-lon-cho-vay-hon-7-1-trieu-ti-dong-xuat-hien-noi-lo-phia-sau-chuyen-tang-tin-dung-20250622195831141.htm,"4 'ông lớn' cho vay hơn 7,1 triệu tỉ đồng, xuất hiện nỗi lo phía sau chuyện tăng tín dụng","Thống kê từ báo cáo tài chính của 27 ngân hàng (chưa bao gồm Agribank) cho thấy tổng dư nợ cho vay khách hàng đến cuối quý 1-2025 đạt hơn 12,3 triệu tỉ đồng, tăng 3,8% so với cuối năm 2024.",Kinh doanh & Kinh tế,2025-06-22T20:55:17+07:00,Tuổi Trẻ,data/images/article_0885_image.png,clickbait
