id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label
article_0224,https://baomoi.com/vi-sao-leicester-city-chua-sa-thai-van-nistelrooy-c52571731.epi,Vì sao Leicester City chưa sa thải Van Nistelrooy - Tạp chí Tri thức,"Trong bối cảnh bị rớt hạng khỏi Premier League và đang đứng trước một mùa giải đầy thử thách tại Championship, Leicester City vẫn chưa chính thức chia tay HLV Ruud van Nistelrooy.",Thể thao,2025-06-23T05:15:10.000Z,Báo Mới,data/images/article_0224_image.png,clickbait
article_1921,https://baomoi.com/tam-anh-dong-hanh-su-kien-cac-huyen-thoai-manchester-reds-den-viet-nam-c52572321.epi,Tâm Anh đồng hành sự kiện các huyền thoại Manchester Reds đến Việt Nam - Tạp chí Tri thức,"Ban tổ chức 'Lễ hội bóng đá Việt Nam - Vương quốc Anh' vừa công bố Bệnh viện Đa khoa Tâm Anh là đối tác bảo trợ y tế, đồng hành cùng các huyền thoại Manchester Reds.",Thể thao,2025-06-23T06:00:05.000Z,Báo Mới,data/images/article_1921_image.png,non-clickbait
article_2192,https://baomoi.com/ca-si-hong-nhung-lac-quan-trai-long-ve-bien-co-suc-khoe-c52572686.epi,Ca sĩ Hồng Nhung lạc quan trải lòng về biến cố sức khỏe - Chuyên trang An Ninh Thủ Đô - Báo Công an nhân dân,"Xuất hiện trong chương trình 'Cuộc hẹn cuối tuần', Hồng Nhung khiến người hâm mộ nữ ca sĩ yên tâm khi vẫn giữ được thần thái tươi tắn rạng rỡ cùng niềm tin và sự lạc quan trong cuộc hành trình chiến đấu chống lại căn bệnh K hiểm nghèo.",Giải trí & Showbiz,2025-06-23T07:34:47.000Z,Báo Mới,data/images/article_2192_image.png,non-clickbait
article_1677,https://baomoi.com/ton-vinh-100-ca-nhan-tap-the-dat-danh-hieu-thi-dua-cong-tac-doan-hoi-doi-o-lang-son-c52572114.epi,"Tôn vinh 100 cá nhân, tập thể đạt danh hiệu thi đua công tác Đoàn- Hội- Đội ở Lạng Sơn - Báo Tiền Phong","Sáng 23/6, Tỉnh Đoàn phối hợp với Sở Giáo dục- Đào tạo Lạng Sơn tổ chức Hội nghị tổng kết công tác Đoàn, Hội, Đội và phong trào thanh thiếu nhi trường học. Nhiều tập thể, cá nhân được tôn vinh, khen thưởng.",Giáo dục & Học đường,2025-06-23T06:11:00.000Z,Báo Mới,data/images/article_1677_image.png,non-clickbait
article_1668,https://baomoi.com/tp-ho-chi-minh-cong-bo-diem-chuan-lop-10-chuyen-va-tich-hop-c52572375.epi,TP Hồ Chí Minh công bố điểm chuẩn lớp 10 chuyên và tích hợp - Báo Đại Đoàn Kết,Điểm chuẩn hầu hết các lớp chuyên của trường THPT ở TP Hồ Chí Minh năm học 2025-2026 đều giảm so với năm trước.,Other,2025-06-23T06:50:00.000Z,Báo Mới,data/images/article_1668_image.png,non-clickbait
article_2412,https://www.24h.com.vn/thoi-trang-hi-tech/huawei-nha-hang-sieu-pham-hua-hen-lam-the-gioi-choang-ngop-c407a1670897.html,Huawei nhá hàng siêu phẩm hứa hẹn làm thế giới choáng ngợp,Dòng sản phẩm Pura 80 của Huawei chỉ còn vài ngày nữa sẽ chính thức ra mắt tại Trung Quốc với rất nhiều hứa hẹn được đưa ra.,Other,2025-06-09T06:00:00+07:00,24h,data/images/article_2412_image.png,clickbait
article_1693,https://vnexpress.net/iran-co-the-bi-cam-du-world-cup-2026-4905115.html,Iran có thể bị cấm dự World Cup 2026,"Đã giành suất dự VCK World Cup 2026 tại Canada, Mỹ và Mexico, đội tuyển Iran vẫn có thể không được dự giải vì xung đột ở Trung Đông.",Thể thao,2025-06-23T14:32:00+07:00,VnExpress,data/images/article_1693_image.png,non-clickbait
article_2715,https://baomoi.com/tin-cong-nghe-23-6-3-mau-dien-thoai-sieu-sang-va-bao-mat-c52574016.epi,Tin công nghệ 23-6: 3 mẫu điện thoại siêu sang và bảo mật - Báo Pháp Luật TP.HCM,"Tin công nghệ 23-6 sẽ có các nội dung như 3 mẫu điện thoại siêu sang và bảo mật, iPhone 17 Pro sẽ có hệ thống làm mát buồng hơi?, vì sao Israel kêu gọi người dân tắt camera gia đình? YouTube tròn 20 tuổi.",Other,2025-06-23T09:38:30.000Z,Báo Mới,data/images/article_2715_image.png,non-clickbait
article_2473,https://baomoi.com/bat-chu-tich-cong-ty-co-phan-nuoc-gmt-c52573351.epi,Bắt Chủ tịch Công ty cổ phần nước GMT - Báo VTC News,"Sỹ Anh Tuyên, Chủ tịch Công ty cổ phần nước GMT và một số đối tượng khác bị Cơ quan An ninh điều tra Bộ Công an khởi tố về tội Lừa đảo chiếm đoạt tài sản.",Chính trị & An ninh,2025-06-23T08:41:25.000Z,Báo Mới,data/images/article_2473_image.png,non-clickbait
article_3422,https://vietnamnet.vn/xuat-hien-hinh-anh-du-luon-huc-vao-du-khach-tai-bai-bien-ha-long-2412925.html,Xuất hiện hình ảnh dù lượn húc vào du khách tại bãi biển Hạ Long,"Chiếc dù lượn gắn động cơ cánh quạt trong lúc cất cánh tại bãi cát đã húc vào du khách tại bãi biển TP Hạ Long, Quảng Ninh.",Du lịch & Ẩm thực,2025-06-19T10:43:00+07:00,VietNamNet,data/images/article_3422_image.png,non-clickbait
article_1475,https://thanhnien.vn/chuyen-tham-kin-an-vung-khi-vo-bau-185250619121144456.htm,Chuyện thầm kín: 'Ăn vụng' khi vợ bầu,"Một số người, lấy cớ vợ mang bầu để 'ăn vụng', và thường biện minh bằng câu nói: 'Vợ không đủ đáp ứng, đàn ông cũng có nhu cầu'.",Other,2025-06-22T04:10:00+07:00,Thanh Niên,data/images/article_1475_image.png,clickbait
article_1550,https://www.saostar.vn/sao-sport/hlv-kiatisuk-theerathon-van-quan-trong-voi-tuyen-thai-lan-202506221258313058.html,HLV Kiatisuk: Theerathon vẫn quan trọng với tuyển Thái Lan,Bài đăng mới đây của HLV Kiatisuk về ngôi sao kỳ cựu của tuyển Thái Lan đã nhận được sự chú ý từ người hâm mộ.,Thể thao,2025-06-22T12:58:32.528+07:00,SaoStar,data/images/article_1550_image.png,non-clickbait
article_0600,https://vnexpress.net/pho-thu-tuong-dam-phan-voi-my-tich-cuc-no-luc-de-muc-thue-46-khong-xay-ra-4904068.html,"Phó thủ tướng: Đàm phán với Mỹ tích cực, nỗ lực để mức thuế 46% 'không xảy ra'","Phó thủ tướng Nguyễn Hòa Bình cho biết triển vọng đàm phán thuế với Mỹ ""tích cực và Chính phủ nỗ lực để mức thuế 46% sẽ không xảy ra"".",Kinh doanh & Kinh tế,2025-06-20T12:08:00+07:00,VnExpress,data/images/article_0600_image.png,non-clickbait
article_0307,https://vnexpress.net/khoanh-khac-ong-trump-tuyen-bo-xoa-so-co-so-hat-nhan-iran-4904690.html,Khoảnh khắc ông Trump tuyên bố xóa sổ cơ sở hạt nhân Iran,"Tổng thống Trump phát biểu từ Nhà Trắng, tuyên bố Mỹ đã xóa sổ các cơ sở hạt nhân chủ chốt của Iran trong đòn không kích quy mô lớn.",Quốc tế,2025-06-22T10:55:00+07:00,VnExpress,data/images/article_0307_image.png,clickbait
article_3412,https://vietnamnet.vn/pho-nho-tung-la-thuong-cang-sam-uat-o-thanh-hoa-gio-ra-sao-2410363.html,"Phố nhỏ từng là thương cảng sầm uất ở Thanh Hoá, giờ ra sao?","Phố Đầm (xã Xuân Thiên, huyện Thọ Xuân, Thanh Hóa) từng là thương cảng sầm uất. Trải qua hàng trăm năm, nơi đây không còn như xưa nhưng vẫn còn giữ được những nét của một đô thị cổ.",Du lịch & Ẩm thực,"Chủ Nhật, 22/06/2025 - 06:00",VietNamNet,data/images/article_3412_image.png,clickbait
article_3641,https://baomoi.com/huong-dan-cac-mau-van-ban-cua-ubnd-cap-xa-c52574801.epi,Hướng dẫn các MẪU VĂN BẢN của UBND cấp xã - Báo Chính Phủ,"Tại Công văn 4168/BNV-CQĐP, Bộ Nội vụ hướng dẫn các mẫu văn bản của UBND cấp xã.",Other,2025-06-23T09:50:00.000Z,Báo Mới,data/images/article_3641_image.png,non-clickbait
article_2841,https://thanhnien.vn/doc-dao-giai-marathon-quoc-te-vtv-2025-tien-thuong-500-trieu-dong-185250623162343855.htm,"Độc đáo giải marathon quốc tế VTV 2025, tiền thưởng 500 triệu đồng","Giải marathon quốc tế VTV LPBank 2025 với chủ đề 'Nhịp điệu xuyên thời gian' có nhiều nét độc đáo, hứa hẹn mang đến cho cộng đồng chạy bộ nhiều trải nghiệm khó quên.",Other,2025-06-23T16:27:00+07:00,Thanh Niên,data/images/article_2841_image.png,non-clickbait
article_2952,https://www.24h.com.vn/lam-dep/nhan-sac-thoi-gian-bo-quen-cua-dien-vien-ngoc-huyen-c145a1674331.html,"Nhan sắc ""thời gian bỏ quên” của diễn viên Ngọc Huyền",Nguyễn Hoàng Ngọc Huyền – nữ chính quen mặt trong loạt phim “giờ vàng“ VTV khiến khán giả trầm trồ với nhan sắc trẻ trung như nữ sinh.,Other,2025-06-20T15:00:00+07:00,24h,data/images/article_2952_image.png,clickbait
article_2692,https://www.24h.com.vn/thoi-trang/dam-thu-trang-chit-khan-nhu-cu-ba-que-van-ho-bao-di-xem-g-dragon-c78a1674666.html,"Đàm Thu Trang chít khăn như cụ bà, Quế Vân hở bạo đi xem G-Dragon","Nhiều sao Việt như Đàm Thu Trang, Quế Vân, Diệp Lâm Anh... tề tựu ở concert của G-Dragon tại SVĐ Mỹ Đình tối 21/6.",Other,2025-06-22T06:00:00+07:00,24h,data/images/article_2692_image.png,clickbait
article_1076,https://baomoi.com/nguoi-tiep-lua-gia-phong-cho-cac-the-he-con-chau-c52572093.epi,Người 'tiếp lửa' gia phong cho các thế hệ con cháu - Báo Văn hóa,"Năm nay, nhân ngày giỗ lần thứ 42 của cụ Mai Khoa Kỳ, người chiến sĩ cách mạng kiên trung (quê ở thôn Giang Nam, xã Phước Hiệp, huyện Tuy Phước, Bình Định), đại gia đình lại sum họp đông đủ để dâng nén hương tưởng niệm, tri ân người ông, người cha hiền từ, mẫu mực.",Văn hóa & Nghệ thuật,2025-06-23T06:07:00.000Z,Báo Mới,data/images/article_1076_image.png,clickbait
article_2461,https://baomoi.com/phan-dinh-tham-quyen-trinh-tu-thu-tuc-dang-ky-ho-tich-c52573491.epi,"Phân định thẩm quyền, trình tự, thủ tục đăng ký hộ tịch - Báo Chính Phủ",Bộ Tư pháp đã ban hành Thông tư 08/2025/TT-BTP quy định về phân định thẩm quyền của chính quyền địa phương 02 cấp và phân cấp trong lĩnh vực quản lý nhà nước của Bộ Tư pháp.,Chính trị & An ninh,2025-06-23T08:59:00.000Z,Báo Mới,data/images/article_2461_image.png,non-clickbait
article_3183,https://www.24h.com.vn/giai-tri/cach-brad-pitt-lam-lai-cuoc-doi-c731a1674244.html,Cách Brad Pitt làm lại cuộc đời,"Trước lời tố cáo của Angelina Joile, các con bỏ họ bố, Brad Pitt im lặng, sống chậm và tìm tình yêu bên bạn gái kém anh 29 tuổi.",Giải trí & Showbiz,2025-06-22T06:34:00+07:00,24h,data/images/article_3183_image.png,clickbait
article_1791,https://thanhnien.vn/luat-nha-giao-chinh-thuc-duoc-thong-qua-vi-the-nha-giao-duoc-nang-cao-185250616171601606.htm,Luật Nhà giáo chính thức được thông qua: ‘Vị thế nhà giáo được nâng cao’,"Lương cao nhất trong khối hành chính sự nghiệp, tuyển dụng linh hoạt, bảo vệ uy tín nghề nghiệp – những điểm mới trong luật Nhà giáo vừa được Quốc hội thông qua sáng nay mang đến nhiều kỳ vọng cho đội ngũ giảng dạy trên cả nước.",Giáo dục & Học đường,2025-06-16T17:32:00+07:00,Thanh Niên,data/images/article_1791_image.png,non-clickbait
article_1743,https://vnexpress.net/huyen-thoai-ufc-jon-jones-giai-nghe-4904705.html,Huyền thoại UFC Jon Jones giải nghệ,"Jon Jones, võ sĩ MMA vĩ đại bậc nhất lịch sử, bất ngờ giải nghệ ở tuổi 37, nên Tom Aspinall được nâng lên thành nhà vô địch chính thức hạng nặng UFC.",Thể thao,2025-06-22T12:07:00+07:00,VnExpress,data/images/article_1743_image.png,non-clickbait
article_2502,https://vnexpress.net/cong-trinh-ton-giao-lon-nhat-the-gioi-o-campuchia-ten-la-gi-4904541.html,Công trình tôn giáo lớn nhất thế giới ở Campuchia tên là gì?,"Công trình này là niềm tự hào của người dân Campuchia, xuất hiện trên quốc kỳ của nước này.",Other,2025-06-21T19:44:00+07:00,VnExpress,data/images/article_2502_image.png,clickbait
article_2602,https://thanhnien.vn/co-gai-viet-quet-app-tim-chong-va-cai-ket-lam-dau-hao-mon-an-do-185250615003650167.htm,Cô gái Việt 'quẹt app' tìm chồng và cái kết làm dâu hào môn Ấn Độ,"Cô gái Việt và chồng Ấn Độ mang đến cho khán giả câu chuyện thú vị tại chương trình 'Vợ chồng son'. Từ ứng dụng hẹn hò, họ đã vượt qua mọi rào cản để cùng xây dựng một tổ ấm hạnh phúc.",Other,2025-06-15T08:12:00+07:00,Thanh Niên,data/images/article_2602_image.png,clickbait
article_0433,https://www.saostar.vn/sac-mau-cuoc-song/phat-hien-bo-xuong-nguoi-trong-bon-chua-nuoc-o-dong-nai-202506222242329677.html,Phát hiện bộ xương người trong bồn chứa nước ở Đồng Nai,"Trong lúc leo lên mái tôn để sửa nước, một người thợ tá hoả phát hiện bộ xương người trong bồn chứa nước",Sức khỏe & Đời sống,2025-06-22T22:42:33.246+07:00,SaoStar,data/images/article_0433_image.png,non-clickbait
article_2457,https://baomoi.com/khoi-to-chu-tich-hdqt-cong-ty-co-phan-nuoc-gmt-c52574113.epi,Khởi tố Chủ tịch HĐQT Công ty cổ phần nước GMT - Báo Công An Nhân Dân,"Ngày 18/6, Cục An ninh chính trị nội bộ - Bộ Công an đã ban hành quyết định khởi tố vụ án hình sự 'Lừa đảo chiếm đoạt tài sản' theo quy định tại khoản 4, Điều 174 Bộ luật Hình sự, xảy ra tại Công ty Cổ phần nước GMT và các tổ chức liên quan, trên địa bàn TP Hà Nội và các tỉnh, thành phố khác và chuyển vụ án đến Cơ quan An ninh điều tra, Bộ Công an để tiến hành điều tra theo thẩm quyền.",Chính trị & An ninh,2025-06-23T09:04:00.000Z,Báo Mới,data/images/article_2457_image.png,non-clickbait
article_3010,https://baomoi.com/nhung-buc-anh-dong-vat-noi-bat-nhat-thap-ky-c52566397.epi,Những bức ảnh động vật nổi bật nhất thập kỷ - Tạp chí Tri thức,20 bức ảnh chụp động vật hoang dã được giới thiệu trong cuốn sach 'Remembering Wildlife' - dự án nhằm nâng cao nhận thức về động vật có nguy cơ tuyệt chủng.,Công nghệ & Khoa học,2025-06-22T10:02:10.000Z,Báo Mới,data/images/article_3010_image.png,clickbait
article_3143,https://vietnamnet.vn/khoi-cong-khu-phuc-hop-du-lich-va-do-thi-nghi-duong-lang-van-2413874.html,Khởi công khu phức hợp du lịch và đô thị nghỉ dưỡng Làng Vân,"Ngày 22/6/2025, tại Đà Nẵng, Công ty Cổ phần Vinpearl khởi công dự án Khu phức hợp du lịch và đô thị nghỉ dưỡng Làng Vân.",Other,"Chủ Nhật, 22/06/2025 - 16:30",VietNamNet,data/images/article_3143_image.png,non-clickbait
article_3535,https://vietnamnet.vn/bac-si-keu-goi-giup-nguoi-dan-ong-bi-bong-nang-khong-co-bao-hiem-nuoi-5-con-nho-2412011.html,Bác sĩ kêu gọi giúp người đàn ông bị bỏng nặng không có bảo hiểm nuôi 5 con nhỏ,"Được cấp cứu trong tình trạng “thập tử nhất sinh” vì nổ bình gas, người đàn ông trụ cột gia đình đang đối mặt với chi phí điều trị hơn 20 triệu đồng/ngày mà không có bảo hiểm y tế.",Other,2025-06-19T08:56:00+07:00,VietNamNet,data/images/article_3535_image.png,non-clickbait
article_1083,https://baomoi.com/gia-lai-bo-nhiem-tru-tri-chua-minh-tri-h-ia-pa-c52571844.epi,Gia Lai: Bổ nhiệm trụ trì chùa Minh Trí (H.Ia Pa) - Giác ngộ,"Sáng 22-6, nhân Lễ tưởng niệm lần thứ 2 Hòa thượng Thích Trí Yên, khai sơn chùa Minh Trí (xã Pờ Tó, H.Ia Pa), Ban Thường trực Ban Trị sự GHPGVN tỉnh tổ chức công bố quyết định bổ nhiệm Đại đức Thích Trung Thiện đảm nhiệm chức vụ trụ trì chùa.",Văn hóa & Nghệ thuật,2025-06-23T05:26:00.000Z,Báo Mới,data/images/article_1083_image.png,non-clickbait
article_1383,https://vnexpress.net/suc-khoe-cam-nang-uon-van-benh-nang-khong-lay-nhung-de-mac-4899598.html,Uốn ván - bệnh nặng không lây nhưng dễ mắc,"Uốn ván không lây truyền từ người sang người nhưng diễn tiến rất nhanh và nguy hiểm, không xử trí kịp thời sẽ tử vong hoặc biến chứng trên hệ tim mạch, hô hấp, xương khớp.",Other,2025-06-23T06:00:00+07:00,VnExpress,data/images/article_1383_image.png,non-clickbait
article_2229,https://vnexpress.net/26-nguoi-bi-khoi-to-vi-mua-ban-600-kg-can-sa-4904790.html,26 người bị khởi tố vì mua bán 600 kg cần sa,"Quảng NinhNguyễn Phi Cơ, 30 tuổi, cùng 25 người bị khởi tố, bắt giữ vì điều hành đường dây mua bán 600 kg cần sa.",Other,2025-06-22T17:42:00+07:00,VnExpress,data/images/article_2229_image.png,non-clickbait
article_0091,https://thanhnien.vn/bo-cap-huyen-chinh-quyen-2-cap-van-hanh-tu-17-18525061700142772.htm,"Bỏ cấp huyện, chính quyền 2 cấp vận hành từ 1.7","Ngày 16.6, với đại đa số đại biểu tham gia biểu quyết tán thành, Quốc hội lần lượt thông qua Nghị quyết sửa đổi, bổ sung một số điều Hiến pháp và luật Tổ chức chính quyền địa phương (sửa đổi). Nghị quyết và luật có hiệu lực ngay từ ngày thông qua.",Chính trị & An ninh,2025-06-17T06:08:00+07:00,Thanh Niên,data/images/article_0091_image.png,non-clickbait
article_0944,https://vietnamnet.vn/thu-thanh-barca-ter-stegen-khoe-ban-gai-moi-sau-3-thang-bo-vo-2413939.html,Thủ thành Ter Stegen khoe bạn gái mới sau 3 tháng bỏ vợ,"Đội trưởng Ter Stegen với tương lai không chắc chắn ở Barca, công khai bạn gái mới sau 3 tháng bỏ vợ vì bị “cắm sừng”.",Thể thao,2025-06-23T07:20:00+07:00,VietNamNet,data/images/article_0944_image.png,clickbait
article_2661,https://www.saostar.vn/cong-nghe/tat-ninh-hot-ky-la-cua-chat-gpt-khien-nguoi-dung-kho-chiu-202505032252574115.html,'Tật nịnh hót' kỳ lạ của ChatGPT khiến người dùng khó chịu,"ChatGPT đang gây tranh cãi khi liên tục đưa ra những lời khen có phần ""quá đà"" dành cho người dùng",Công nghệ & Khoa học,2025-05-03T23:03:18.574+07:00,SaoStar,data/images/article_2661_image.png,clickbait
article_2955,https://www.24h.com.vn/lam-dep/10-nu-than-mat-moc-cua-vbiz-da-trang-sang-khong-chut-khuyet-diem-choang-nhat-khoanh-khac-khi-vua-ngu-day-c145a1671765.html,"10 ""nữ thần mặt mộc"" của Vbiz: Da trắng sáng không chút khuyết điểm, choáng nhất khoảnh khắc khi vừa ngủ dậy","Mặt mộc không còn là “vùng tối“ của người nổi tiếng, mà chính là tuyên ngôn về vẻ đẹp chân thật, nguyên bản - điều ngày càng được công chúng trân trọng và tôn vinh.",Other,2025-06-21T01:00:00+07:00,24h,data/images/article_2955_image.png,clickbait
article_1214,https://thanhnien.vn/xo-so-mien-nam-226-trung-doc-dac-chang-trai-gui-20-trieu-nho-dai-ly-giup-nguoi-ngheo-18525062219005717.htm,"Xổ số miền Nam 22.6: Trúng độc đắc, chàng trai gửi 20 triệu nhờ đại lý giúp người nghèo","Trúng độc đắc xổ số miền Nam 22.6, một chàng trai ở Bình Phước nhờ đại lý vé số dùng 20 triệu đồng làm quà tặng cho người nghèo.",Sức khỏe & Đời sống,2025-06-22T20:20:00+07:00,Thanh Niên,data/images/article_1214_image.png,non-clickbait
article_0570,https://vnexpress.net/loat-lanh-dao-tps-tu-chuc-4904704.html,Loạt lãnh đạo TPS từ chức,"Ba thành viên Hội đồng quản trị Công ty Chứng khoán Tiên Phong (TPS) vừa nộp đơn từ chức trong cùng một ngày vì ""lý do cá nhân"".",Kinh doanh & Kinh tế,2025-06-22T13:33:00+07:00,VnExpress,data/images/article_0570_image.png,non-clickbait
article_2476,https://baomoi.com/binh-gas-mini-phat-no-khien-8-nguoi-gap-nan-c52573298.epi,Bình gas mini phát nổ khiến 8 người gặp nạn - Báo Sức Khỏe & Đời Sống,Một bình gas mini của bếp gas bất ngờ phát nổ tại đám giỗ ở Cà Mau khiến 8 người đang dùng tiệc bị bỏng phải đưa đến bệnh viện cấp cứu,Other,2025-06-23T08:34:00.000Z,Báo Mới,data/images/article_2476_image.png,non-clickbait
article_3365,https://tuoitre.vn/canh-bao-benh-ban-xuat-huyet-schonlein-henoch-gay-bien-chung-than-nguy-hiem-o-tre-em-20250514093019957.htm,Cảnh báo bệnh ban xuất huyết Schonlein - Henoch gây biến chứng thận nguy hiểm ở trẻ em,"Khi trẻ bị phát ban xuất huyết Schonlein - Henoch, dù đã hết ban, tổn thương thận vẫn có thể âm thầm phát triển gây biến chứng nguy hiểm.",Sức khỏe & Đời sống,2025-05-14T09:53:27+07:00,Tuổi Trẻ,data/images/article_3365_image.png,non-clickbait
article_1947,https://baomoi.com/che-do-dai-ngo-huan-luyen-vien-van-dong-vien-cho-mot-cu-hich-c52572085.epi,"Chế độ đãi ngộ huấn luyện viên, vận động viên: Chờ một 'cú hích' - Báo Hà Nội Mới","Bộ Văn hóa, Thể thao và Du lịch đang khẩn trương xây dựng dự thảo Nghị định mới thay thế Nghị định số 152/2018/NĐ-CP về chế độ đối với huấn luyện viên (HLV), vận động viên (VĐV) thể thao trong thời gian tập trung tập huấn, thi đấu. Điều này thắp lên kỳ vọng về một 'cú hích' mới cho thể thao thành tích cao Việt Nam.",Thể thao,2025-06-23T05:18:00.000Z,Báo Mới,data/images/article_1947_image.png,non-clickbait
article_3060,https://vnexpress.net/hyundai-tucson-n-line-ra-mat-viet-nam-gia-989-trieu-dong-4903147.html,"Hyundai Tucson N Line ra mắt Việt Nam, giá 989 triệu đồng","Tucson N Line phát triển dựa trên bản 1.6 Turbo với một số khác biệt ở thiết kế nội, ngoại thất phong cách thể thao hơn.",Other,2025-06-18T15:27:00+07:00,VnExpress,data/images/article_3060_image.png,non-clickbait
article_0716,https://www.saostar.vn/vong-quanh-the-gioi/ty-phu-nga-chia-gan-14-ty-do-cho-100-nguoi-con-tren-khap-the-gioi-202506211128213823.html,Tỷ phú Nga công bố di chúc chia hơn 300 nghìn tỷ đồng cho 100 người con khắp thế giới,Tỷ phú khiến dư luận xôn xao trước chia sẻ mới nhất của mình,Quốc tế,2025-06-21T11:35:12.703+07:00,SaoStar,data/images/article_0716_image.png,clickbait
article_1192,https://thanhnien.vn/csgt-siet-quan-ly-nguoi-chua-nop-phat-giao-thong-khong-duoc-cap-bang-lai-xe-185250623110024416.htm,CSGT siết quản lý: Người chưa nộp phạt giao thông không được cấp bằng lái xe,Người bị CSGT phạt nguội hoặc lập biên bản phạt trực tiếp (phạt nóng) chưa nộp phạt sẽ không được thi sát hạch bằng lái xe.,Other,2025-06-23T11:15:00+07:00,Thanh Niên,data/images/article_1192_image.png,non-clickbait
article_1924,https://baomoi.com/clb-da-nang-de-nghi-doi-san-da-tran-play-off-c52573381.epi,CLB Đà Nẵng đề nghị đổi sân đá trận play-off - Báo Sài Gòn Giải Phóng,"Sau khi xác định sẽ đi tranh play-off cùng CLB Bình Phước, lãnh đạo CLB Đà Nẵng đã có công văn gởi công ty VPF với nội dung đề nghị chuyển địa điểm thi đấu, thay vì đá trên sân Thống Nhất.",Thể thao,2025-06-23T08:51:17.000Z,Báo Mới,data/images/article_1924_image.png,non-clickbait
article_2317,https://thanhnien.vn/phat-hien-ngoi-mo-4000-nam-tuoi-o-ai-cap-185250107111355089.htm,Phát hiện ngôi mộ 4.000 năm tuổi ở Ai Cập,"Bộ Du lịch và Cổ vật Ai Cập ra tuyên bố hôm 6.1: một phái đoàn khảo cổ chung gồm Pháp và Thụy Sĩ đã phát hiện ra một mastaba có niên đại hơn 4.000 năm tại địa điểm khảo cổ Saqqara, phía nam thủ đô Cairo.",Other,2025-01-07T11:43:00+07:00,Thanh Niên,data/images/article_2317_image.png,non-clickbait
article_3073,https://tuoitre.vn/dat-nen-du-dinh-sau-sap-nhap-tinh-thanh-20250623105914159.htm,Đất nền ‘đu đỉnh’ sau sáp nhập tỉnh thành,"Lượng giao dịch đất nền trong 5 tháng đầu năm vượt xa giao dịch chung cư. Giá bán đất nền dù giảm nhiệt nhưng vẫn ""đu đỉnh"" từ tháng 3-2025 đến nay.",Other,2025-06-23T12:38:00+07:00,Tuổi Trẻ,data/images/article_3073_image.png,clickbait
article_3314,https://vnexpress.net/du-luon-dong-co-lao-vao-du-khach-tren-bien-bai-chay-4903659.html,Dù lượn động cơ lao vào du khách trên biển Bãi Cháy,"Quảng NinhTrong lúc cất cánh ở bãi biển Bãi Cháy, chiếc dù lượn gắn động cơ đã lao vào du khách, trong đó có một trẻ nhỏ.",Other,2025-06-19T15:02:00+07:00,VnExpress,data/images/article_3314_image.png,non-clickbait
article_1257,https://kenh14.vn/kim-soo-hyun-scandal-khi-nguoi-noi-tieng-bi-bao-luc-mang-va-su-that-bi-bop-meo-boi-ai-215250623113445214.chn,“Kim Soo Hyun Scandal” - Khi người nổi tiếng bị bạo lực mạng và sự thật bị bóp méo bởi AI,Bê bối của ngôi sao hạng S Hàn Quốc Kim Soo Hyun được cho là 1 ví dụ của hành vi bạo lực mạng và phỉ báng được thực hiện bởi AI nhắm vào những người nổi tiếng.,Giải trí & Showbiz,2025-06-23T13:31:00,Kênh14,data/images/article_1257_image.png,clickbait
article_0512,https://baomoi.com/tong-thong-my-hop-thao-luan-ve-tinh-hinh-iran-c52571970.epi,Tổng thống Mỹ họp thảo luận về tình hình Iran - Báo Sài Gòn Giải Phóng,"Tờ Times of Israel dẫn nguồn tin từ Nhà Trắng cho biết vào 13 giờ ngày 23-6 (giờ địa phương), Tổng thống Mỹ Donald Trump dự kiến có cuộc họp với Hội đồng An ninh Quốc gia thảo luận về diễn biến leo thang căng thẳng tại Iran. Nội dung cuộc họp chưa được công bố.",Quốc tế,2025-06-23T05:50:07.000Z,Báo Mới,data/images/article_0512_image.png,non-clickbait
article_3532,https://vietnamnet.vn/ban-doc-giup-do-em-hoang-tien-dat-suy-than-giai-doan-cuoi-hon-51-trieu-dong-2412227.html,Bạn đọc giúp đỡ em Hoàng Tiến Đạt suy thận giai đoạn cuối hơn 51 triệu đồng,"Báo VietNamNet vừa trao số tiền 51.637.535 đồng, tấm lòng của bạn đọc giúp đỡ em Hoàng Tiến Đạt bị suy thận giai đoạn cuối.",Other,2025-06-21T08:45:00+07:00,VietNamNet,data/images/article_3532_image.png,non-clickbait
article_2678,https://www.24h.com.vn/thoi-trang/truc-tiep-chung-ket-hoa-hau-hoan-vu-viet-nam-xuan-hanh-quyen-luc-vo-chong-khanh-van-va-dan-sao-do-bo-tham-do-c78a1674648.html,Nguyễn Hoàng Phương Linh chính thức đăng quang Hoa hậu Hoàn vũ Việt Nam 2025!,"Người kế nhiệm Hoa hậu Xuân Hạnh đã chính thức lộ diện, kết quả của Hoa hậu Hoàn vũ Việt Nam gây bàn tán trên MXH.",Other,2025-06-21T19:51:00+07:00,24h,data/images/article_2678_image.png,non-clickbait
